,0,2,3,4
0,0.02270130028272617,0.08090290846234564,0.06051997378861887,1.2893072846175646
1,-0.20601045688382225,0.08907253777700083,-0.21855978861559872,4.578073782822751
2,0.581192816075811,0.7893623185599429,0.2919313108314019,-0.6320482582471016
3,-0.3927257036631851,0.24481629850104206,-0.007854870546101756,7.050830690365038
4,0.3898850321142839,1.2133765855562484,0.02734360207017365,-1.581293721184761
5,1.2047577799200535,0.7045640704415093,0.030552550829785002,-0.26803035383871304
6,0.5813792098647225,0.006642511115748786,-0.1045478159811031,2.170776045265781
7,-1.8342541523290872,0.10786524088231095,0.014229979022319686,-2.1140550161491265
8,-0.037894214319189726,-0.1030715773742301,-3.9229804446307135,4.881012686001955
9,0.04580333798375333,0.3076515038494079,-4.178321138712581,4.905021387446838
10,0.9098307336663087,-0.20255842559241694,0.03871053639345544,-1.2744964704951611
11,0.06682016215516925,-0.18429586831787997,0.15384762488306564,-5.814223622385954
12,1.088908094110259,0.060164112660980824,-0.04217184404164582,7.868482519407642
13,-0.028282871494013852,-0.1961216251119013,0.0007310195427272828,-4.3332026573026035
14,-0.500084527132396,0.055100366468258374,0.14201269002826916,-1.6206175431834817
15,-0.17320975724183765,-2.5317981984969853,-1.314073099879725,4.028727106234263
16,-0.19402830402510335,-0.5415137938283326,-0.17180554481853863,-12.907083784072464
17,0.023866106897983394,2.244397714768447,-0.004216677024231194,1.0195164172437163
18,-0.21575579878223797,-0.28332636231367103,-0.035017661398992234,-1.8304274106689506
19,-0.14897501721508527,-0.9784365788522069,1.1193092445553832,9.169750738943245
20,-4.090268763732132,-0.048468160887988124,-0.1751771302025751,0.17778814375131818
21,-0.21714132997213628,-2.0543671744338345,0.10284618919684071,2.2961021607474263
22,-0.1751724710609873,0.0017448480930024293,-0.020599123707226465,2.3145415785982175
23,-0.0821618349849478,1.201768669365439,0.19112258907642146,-0.3244857618243135
24,-1.1119011628452815,0.776690112136737,0.16399857060275438,-2.5174550941960474
25,-0.2583483106289799,-0.25577953228854355,-0.7993432997031341,-5.717945903492484
26,-1.4177218288080566,0.0924583696175366,0.3414379770145788,9.588439167401736
27,0.000672728600487903,-0.010058753553393864,-0.0895205141218026,0.17729896217152755
